Id,ParentId,Type,Name,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW,Visibility,IsCollapsed,IconPath,ScenePath,AlignToAabbCenter
2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,a954ddae-d15a-4643-a536-efe9e567d96d,Any,2c4fb4fa,66.16624731,163.3128862,133.2959431,-0.12,0.98,0.14,0.05,Inherit,FALSE,res://assets/icon/entity/body.svg,,FALSE
81759a38-3622-40c2-8886-e57a3ed0f9a1,2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,Any,81759a38,209.9129193,-29.51725388,-105.4172897,-0.52,0.12,0.23,0.81,Inherit,FALSE,res://assets/icon/entity/point.svg,res://assets/scene/point.tscn,TRUE
70b94563-91ec-4546-9301-df808071c152,2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,Any,70b94563,-243.0193998,109.1122237,96.64080445,0.44,-0.83,0.05,-0.33,Inherit,FALSE,res://assets/icon/entity/point.svg,res://assets/scene/point.tscn,FALSE
bcb01a04-7cdb-4f98-8ef6-738b5fe054ab,2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,Any,bcb01a04,215.9395716,171.5665934,-227.1932145,0.86,0.43,-0.05,0.25,Inherit,FALSE,res://assets/icon/entity/point.svg,res://assets/scene/point.tscn,TRUE
048c6e7c-c9d9-4104-8571-53713097ac2a,2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,Any,048c6e7c,11.0371637,124.0545724,29.24763077,-0.09,0.4,0.04,0.91,Inherit,FALSE,res://assets/icon/entity/point.svg,res://assets/scene/point.tscn,FALSE
414af6b1-828a-4271-ac46-06d73d0dfb48,2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,Any,414af6b1,99.09469679,-28.94038407,50.75995694,0.77,0.04,0.12,-0.62,Inherit,FALSE,res://assets/icon/entity/point.svg,res://assets/scene/point.tscn,TRUE
aab9f7c4-9339-4601-91e1-8fbde00b072c,2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,Any,aab9f7c4,-47.61294007,-130.2559466,-196.1568805,0.02,-0.89,0.12,0.44,Inherit,FALSE,res://assets/icon/entity/point.svg,res://assets/scene/point.tscn,FALSE
ddf375bb-dd68-4cfd-b8a7-112c6462669d,2c4fb4fa-2045-4906-9d69-07ea6f93b9d5,Any,ddf375bb,-191.4203649,199.0503906,79.38675101,0.67,0.01,0.12,0.73,Inherit,FALSE,res://assets/icon/entity/point.svg,res://assets/scene/point.tscn,TRUE
ff76421c-6ba7-4335-801c-3c8fd6684a7b,00000000-0000-0000-0000-000000000001,Any,ff76421c,61.06201772,-186.3850484,161.5422019,0.98,0.11,0.03,-0.15,Inherit,FALSE,res://assets/icon/entity/instance.svg,,FALSE
02ddf0e2-b355-492d-aede-c14c83d92705,ff76421c-6ba7-4335-801c-3c8fd6684a7b,Any,02ddf0e2,-201.5676081,-113.8347035,-60.35205402,-0.63,0.52,0.1,0.57,Inherit,FALSE,res://assets/icon/entity/component.svg,,FALSE
d2ab4cb5-914b-4ae2-a830-81be9616f3a2,02ddf0e2-b355-492d-aede-c14c83d92705,Any,d2ab4cb5,-52.02221939,-111.8927859,69.89459335,0.41,0.9,-0.15,0.02,Inherit,FALSE,res://assets/icon/entity/hybridbody.svg,,FALSE
084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,d2ab4cb5-914b-4ae2-a830-81be9616f3a2,Any,084cdcb3,206.3778166,-47.84932144,127.3383669,0.09,-0.46,0.07,0.88,Inherit,FALSE,res://assets/icon/entity/body.svg,,FALSE
6da8e10e-f9da-4366-91b4-48e049830982,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,6da8e10e,236.2476962,-169.9374777,-72.15477633,0.23,0.59,0.04,-0.77,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual.shaded.scn,FALSE
bf138455-be68-41a2-99b1-6bf08de1893d,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,bf138455,103.3382596,-222.8182378,-136.6625914,0.91,0.12,-0.03,0.39,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual.unshaded.scn,FALSE
181fa24f-2274-4415-b05b-dd2542cbf900,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,181fa24f,-104.8014897,155.0312497,-217.4969314,-0.84,0.17,0.09,0.51,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual-collider.shaded.scn,FALSE
680a5b36-c288-4a60-9fe0-69ae39bfc387,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,680a5b36,-27.89435747,28.12890586,-208.7485167,0.03,0.99,0.05,-0.12,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual-collider.unshaded.scn,FALSE
62bf6caf-5c5c-4136-b9f3-ed3dc05b4794,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,62bf6caf,-18.37711887,161.8179463,103.0366401,0.22,0.68,0.11,0.69,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual-lineset.shaded.scn,FALSE
38dbbbff-cc02-4bc5-814f-246bc17bae19,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,38dbbbff,64.50933389,184.9577048,237.5174482,0.89,0.11,0.03,-0.44,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual-lineset.unshaded.scn,FALSE
2b3b97b5-9052-4595-a58c-b62280ed3b42,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,2b3b97b5,174.369178,217.8967899,237.3033996,-0.92,0.18,0.04,0.33,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual-collider-lineset.shaded.scn,FALSE
d64d06f9-6dc2-45dd-a771-974912800363,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,d64d06f9,105.6547209,-141.6751725,154.5067608,0.12,-0.36,0.03,0.92,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual-collider-lineset.unshaded.scn,FALSE
a3882493-deb5-4758-8660-3f9883669cf0,084cdcb3-51dc-4c3d-8cb7-6e615f2a0060,Any,a3882493,108.55308,-83.59054338,0.41946273,0.51,0.63,0.05,-0.58,Inherit,FALSE,res://assets/icon/entity/surface.svg,C:/Users/isogu/OneDrive/ドキュメント/CoaXis/samples/output/sample.visual.shaded.scn,FALSE
936283c5-8178-4329-8cc3-2bee8e58523c,d2ab4cb5-914b-4ae2-a830-81be9616f3a2,Any,936283c5,-156.2366298,-50.99164462,-112.4115043,-0.77,0.62,0.09,0.11,Inherit,TRUE,res://assets/icon/entity/annotationset.svg,,FALSE
60f2034e-53a7-4141-9f4c-b4ff0ecab1dd,936283c5-8178-4329-8cc3-2bee8e58523c,Any,60f2034e,-105.7097596,-134.0735506,57.36049207,0.48,0.46,0.07,0.74,Inherit,TRUE,res://assets/icon/entity/annotation.svg,,FALSE
26926d6b-45c8-4647-8ea5-b1167ff1dffe,936283c5-8178-4329-8cc3-2bee8e58523c,Any,26926d6b,-209.363424,133.8977549,47.23846666,0.95,0.02,0.03,-0.31,Invisible,TRUE,res://assets/icon/entity/annotation.svg,,FALSE
9ec7599a-782d-4773-a075-9551f1c95990,936283c5-8178-4329-8cc3-2bee8e58523c,Any,9ec7599a,-90.96414652,-86.03018785,17.43086237,-0.72,0.28,0.09,0.63,Invisible,TRUE,res://assets/icon/entity/annotation.svg,,FALSE
9e7a60cf-cf96-41a9-bdc1-7e9fab72cad8,936283c5-8178-4329-8cc3-2bee8e58523c,Any,9e7a60cf,8.536795391,-95.96151249,236.1193021,0.12,0.98,0.04,0.15,Visible,TRUE,res://assets/icon/entity/annotation.svg,,FALSE
0c48a500-5037-4515-9025-56a5665e4274,936283c5-8178-4329-8cc3-2bee8e58523c,Any,0c48a500,-66.74473583,-104.0990407,-205.1683176,0.33,-0.45,0.05,0.82,Visible,TRUE,res://assets/icon/entity/annotation.svg,,FALSE
4a9cb69d-e38c-4cbd-8313-2d3061b5396b,00000000-0000-0000-0000-000000000001,Any,4a9cb69d,226.95019328,-33.0976284,-181.90306841,-0.72399343,-0.51453427,0.24296452,-0.13069944,Invisible,TRUE,res://assets/icon/entity/instance.svg,,TRUE
612dcd16-f4c0-4e39-84f2-3023b85beb03,4a9cb69d-e38c-4cbd-8313-2d3061b5396b,Any,612dcd16,-81.03360065,119.65999723,-242.31457221,-0.41882885,0.23298092,0.11230242,-0.09150713,Inherit,FALSE,res://assets/icon/entity/component.svg,,FALSE
0515e364-f15c-438f-a381-887962bc430f,4a9cb69d-e38c-4cbd-8313-2d3061b5396b,Any,0515e364,-107.75020828,157.05961218,33.86795278,-0.78768258,0.91651742,0.50766771,-0.11173582,Inherit,FALSE,res://assets/icon/entity/hybridbody.svg,,FALSE
5a7e40e1-a380-44a5-95fb-be38507b502e,0515e364-f15c-438f-a381-887962bc430f,Any,5a7e40e1,27.55283764,73.5932015,77.68099281,-0.10787568,0.68553935,0.97167829,0.16981752,Visible,FALSE,res://assets/icon/entity/body.svg,,FALSE
56bc795c-1d93-4414-99c5-12cd15d1bc6e,612dcd16-f4c0-4e39-84f2-3023b85beb03,Any,56bc795c,-192.73401422,-133.18889187,7.65930757,0.78998899,-0.13902642,0.85972227,0.48494057,Invisible,FALSE,res://assets/icon/entity/line.svg,,FALSE
9f1eebdf-fe48-4686-aa39-7f3fef7d4b9d,0515e364-f15c-438f-a381-887962bc430f,Any,9f1eebdf,12.16410508,-3.38898122,105.72286805,-0.19631392,0.37782977,0.7385402,-0.68803524,Inherit,FALSE,res://assets/icon/entity/point.svg,,FALSE
e9259c93-0892-4a44-9d70-11e2dfe4a6d8,56bc795c-1d93-4414-99c5-12cd15d1bc6e,Any,e9259c93,238.21175866,173.87083938,-12.22698216,-0.23527998,0.38774239,0.82854293,0.70903069,Invisible,FALSE,res://assets/icon/entity/surface.svg,,FALSE
bf154132-a71d-4909-a299-96f8704322a4,0515e364-f15c-438f-a381-887962bc430f,Any,bf154132,-246.32966262,195.93531915,198.27516002,-0.94093658,0.41135363,-0.98787831,-0.54919094,Visible,FALSE,res://assets/icon/entity/annotationset.svg,,FALSE
f8a73ff8-8088-41dc-8df0-a71c2ccb2ed6,4a9cb69d-e38c-4cbd-8313-2d3061b5396b,Any,f8a73ff8,152.76823724,-55.24745458,-58.18378171,0.27574954,-0.27262315,-0.44585141,-0.5793012,Invisible,FALSE,res://assets/icon/entity/annotation.svg,,FALSE
8de75709-32d4-444e-b828-48cdf30dfc9d,bf154132-a71d-4909-a299-96f8704322a4,Any,8de75709,-222.23941166,-173.36868212,229.1357587,0.57218377,-0.41984044,0.59538456,-0.44706423,Visible,FALSE,res://assets/icon/entity/instance.svg,,FALSE
d25034b0-434c-4c47-acac-7164ad5465a3,bf154132-a71d-4909-a299-96f8704322a4,Any,d25034b0,177.60032272,116.08598165,19.87551142,0.2020943,-0.91904171,0.10188437,0.20880329,Invisible,FALSE,res://assets/icon/entity/component.svg,,FALSE
0fb58a9b-7a74-41ab-8327-346b3f295c92,f8a73ff8-8088-41dc-8df0-a71c2ccb2ed6,Any,0fb58a9b,73.4670662,-2.60174938,143.77261111,0.41076978,-0.64712298,-0.30159916,0.58678271,Visible,FALSE,res://assets/icon/entity/hybridbody.svg,,FALSE
aba79ca1-feb0-4272-9870-f47d410da477,00000000-0000-0000-0000-000000000001,Any,aba79ca1,77.78615147,-87.13058724,-80.72562578,-0.03189349,-0.60305652,-0.65597879,0.54813462,Inherit,FALSE,res://assets/icon/entity/body.svg,,FALSE
dca041b1-8413-48ce-b275-5449021f5936,d25034b0-434c-4c47-acac-7164ad5465a3,Any,dca041b1,113.14098344,-66.40601289,-139.3756044,0.20358172,-0.80228392,0.50612765,-0.80561685,Inherit,FALSE,res://assets/icon/entity/line.svg,,FALSE
67fda171-23d2-460a-a30a-192982f49a32,9f1eebdf-fe48-4686-aa39-7f3fef7d4b9d,Any,67fda171,53.77125032,18.06386177,-147.7553376,-0.30194811,0.6653805,-0.93305375,0.25711763,Visible,FALSE,res://assets/icon/entity/point.svg,,FALSE
354361fe-84ac-4ace-85ba-73ff6c066658,f8a73ff8-8088-41dc-8df0-a71c2ccb2ed6,Any,354361fe,-37.49630963,-226.15293063,-74.93185756,0.95364825,0.21814219,0.98540106,0.87926774,Inherit,FALSE,res://assets/icon/entity/surface.svg,,FALSE
209cbe1d-295d-4f3e-bc9a-1245a4a159b4,354361fe-84ac-4ace-85ba-73ff6c066658,Any,209cbe1d,-115.0317536,-110.68265995,78.36445343,0.12032272,0.53136742,0.04403009,-0.51703005,Invisible,FALSE,res://assets/icon/entity/annotationset.svg,,FALSE
09d74074-02ce-4605-a7c4-e64d7b615d11,56bc795c-1d93-4414-99c5-12cd15d1bc6e,Any,09d74074,6.94040896,-156.23854352,24.03804649,0.48346535,0.3807073,-0.07597604,0.61246925,Invisible,TRUE,res://assets/icon/entity/annotation.svg,,FALSE
4b6b2c76-dfc4-46a7-81ba-b8fe97166f8f,56bc795c-1d93-4414-99c5-12cd15d1bc6e,Any,4b6b2c76,-177.021709,-96.72682073,-3.47571296,-0.38984875,0.71098888,0.42142243,0.21719067,Visible,FALSE,res://assets/icon/entity/instance.svg,,FALSE
424828f8-56f0-48fa-b75c-d39d7dbfe3d4,4a9cb69d-e38c-4cbd-8313-2d3061b5396b,Any,424828f8,-25.5710577,124.72891988,129.05843923,-0.54290347,0.32431397,0.91347612,0.60466953,Invisible,FALSE,res://assets/icon/entity/component.svg,,TRUE
7a4a57a7-16c4-4ff7-a055-89e9b75d2b50,424828f8-56f0-48fa-b75c-d39d7dbfe3d4,Any,7a4a57a7,106.73748928,-226.30942845,135.22200607,0.36494856,-0.78491807,-0.98393993,0.59251891,Inherit,FALSE,res://assets/icon/entity/hybridbody.svg,,FALSE
5858fecd-ab1e-407a-b583-c84dee299033,e9259c93-0892-4a44-9d70-11e2dfe4a6d8,Any,5858fecd,-242.33041145,91.63735194,-71.32975469,0.7762486,-0.65882099,0.73482635,0.47087379,Invisible,FALSE,res://assets/icon/entity/body.svg,,FALSE
d1f5650c-b410-4036-9b59-862218c08ac9,4b6b2c76-dfc4-46a7-81ba-b8fe97166f8f,Any,d1f5650c,-21.15975752,232.43043408,-38.42987995,0.89203539,0.90313204,-0.16675244,-0.01864584,Invisible,FALSE,res://assets/icon/entity/line.svg,,FALSE
09860dc2-5c77-4f38-a6c1-bddc454a2841,612dcd16-f4c0-4e39-84f2-3023b85beb03,Any,09860dc2,-10.4516038,-107.33372269,12.68296305,0.18267606,0.87879582,0.72619713,-0.00545249,Inherit,FALSE,res://assets/icon/entity/point.svg,,FALSE
7c7a3253-6445-455e-8d30-34dd2114ae8b,00000000-0000-0000-0000-000000000001,Any,7c7a3253,97.13838894,-6.59019,-18.25884882,-0.60198922,-0.02996292,0.01763234,0.48163289,Visible,FALSE,res://assets/icon/entity/surface.svg,,FALSE
db4e5fd8-0c86-4201-9011-61d7dc90abaf,67fda171-23d2-460a-a30a-192982f49a32,Any,db4e5fd8,82.89261341,86.99873757,30.36679108,0.15773667,0.78140741,-0.01377726,0.73695939,Inherit,FALSE,res://assets/icon/entity/annotationset.svg,,FALSE
88d7171d-783c-491d-b1b4-8c75a389eb25,f8a73ff8-8088-41dc-8df0-a71c2ccb2ed6,Any,88d7171d,181.19710657,20.79899459,133.72864266,-0.80836976,-0.29235954,-0.6164056,-0.37017225,Invisible,FALSE,res://assets/icon/entity/annotation.svg,,FALSE
e72291b8-0708-474e-9396-2b050642d4ab,f8a73ff8-8088-41dc-8df0-a71c2ccb2ed6,Any,e72291b8,164.67272114,137.43584295,-37.99942708,0.48775358,-0.01151615,-0.2182989,-0.84434028,Inherit,FALSE,res://assets/icon/entity/instance.svg,,FALSE
1b09cfa5-0506-4336-bfe6-d2cc6fb2008a,e9259c93-0892-4a44-9d70-11e2dfe4a6d8,Any,1b09cfa5,-84.90250601,68.28411404,236.33097205,-0.08791061,0.36464759,0.07108818,-0.28338027,Invisible,FALSE,res://assets/icon/entity/component.svg,,FALSE
c6c3d17c-7058-4829-a9bd-a7740222e484,09860dc2-5c77-4f38-a6c1-bddc454a2841,Any,c6c3d17c,-134.0532449,-1.83297868,44.19654435,0.58444237,0.31377246,-0.05965282,0.18948726,Inherit,FALSE,res://assets/icon/entity/hybridbody.svg,,FALSE
0d316f8f-881e-404e-be89-462439d3b928,1b09cfa5-0506-4336-bfe6-d2cc6fb2008a,Any,0d316f8f,-87.34882033,49.23082832,-183.50030572,-0.4566298,0.76818303,0.10438177,-0.61669298,Invisible,FALSE,res://assets/icon/entity/body.svg,,FALSE
a47a4e84-d0cb-4a26-9d63-5db76dfb21d8,424828f8-56f0-48fa-b75c-d39d7dbfe3d4,Any,a47a4e84,-165.37249364,210.95421722,-160.12222432,-0.66023393,0.00207695,0.43513461,-0.51101182,Visible,FALSE,res://assets/icon/entity/line.svg,,FALSE
2882ad40-0a55-4aff-b93e-0cbba1ce8551,354361fe-84ac-4ace-85ba-73ff6c066658,Any,2882ad40,-64.00383185,-46.82524167,179.63709609,-0.53617361,0.47501052,0.20596336,-0.24976481,Inherit,FALSE,res://assets/icon/entity/point.svg,,FALSE
9297c39e-c954-46d1-87fd-5beced8bbfd8,67fda171-23d2-460a-a30a-192982f49a32,Any,9297c39e,114.38478593,-231.43787239,-191.00727185,0.90765511,-0.70173368,-0.01292486,-0.12965043,Invisible,FALSE,res://assets/icon/entity/surface.svg,,FALSE
dbf9741f-9c9c-4396-a71c-4024ff4e4b42,424828f8-56f0-48fa-b75c-d39d7dbfe3d4,Any,dbf9741f,-192.19105641,-220.74505709,126.23835605,-0.15905788,-0.47121763,0.54170559,0.79988435,Inherit,TRUE,res://assets/icon/entity/annotationset.svg,,FALSE
2d4d5236-ef5c-4e90-a4eb-7567c71a456f,c6c3d17c-7058-4829-a9bd-a7740222e484,Any,2d4d5236,68.46202645,-218.99476134,247.64778302,0.74165156,0.09545419,-0.76279696,0.97115475,Inherit,FALSE,res://assets/icon/entity/annotation.svg,,FALSE
6952a444-dfbf-458d-8380-12f9f6777549,00000000-0000-0000-0000-000000000001,Any,6952a444,47.17741851,-201.7992141,-203.30541718,0.7219128,0.06003542,0.79313501,0.6021423,Inherit,FALSE,res://assets/icon/entity/instance.svg,,FALSE
6eb307a2-3eea-4df0-a615-fc8b9d0cd882,09d74074-02ce-4605-a7c4-e64d7b615d11,Any,6eb307a2,187.1733728,8.8082297,-142.2862722,0.54555055,0.37243596,0.4694165,0.49702195,Inherit,FALSE,res://assets/icon/entity/component.svg,,FALSE
5c6639a2-22cc-41ea-ba8a-65cac548bdc0,56bc795c-1d93-4414-99c5-12cd15d1bc6e,Any,5c6639a2,-10.11258865,116.05975119,225.76063917,-0.71608334,-0.82315721,-0.33605796,0.09690081,Invisible,FALSE,res://assets/icon/entity/hybridbody.svg,,TRUE
ca8c94b7-29d8-40df-9b55-3d65b7bbe912,1b09cfa5-0506-4336-bfe6-d2cc6fb2008a,Any,ca8c94b7,-239.49505621,-29.40097697,178.97189498,-0.02120568,0.99876787,0.93650037,0.85276373,Invisible,FALSE,res://assets/icon/entity/body.svg,,FALSE
b5d720d7-6ef0-44ae-a204-03a50a512b83,dca041b1-8413-48ce-b275-5449021f5936,Any,b5d720d7,79.56916715,106.85917077,42.80008808,-0.67611524,0.90281112,-0.39045243,0.60301449,Invisible,FALSE,res://assets/icon/entity/line.svg,,FALSE
5c79c298-434c-41d3-a4a4-5906c8cad140,354361fe-84ac-4ace-85ba-73ff6c066658,Any,5c79c298,236.81369749,-221.92257688,225.35303583,-0.34539554,-0.50643082,0.45586643,-0.16229822,Visible,FALSE,res://assets/icon/entity/point.svg,,FALSE
7b20d7db-b7aa-4cbe-9d8c-ebe6f31a6034,d25034b0-434c-4c47-acac-7164ad5465a3,Any,7b20d7db,-114.38499175,-23.80174714,-246.00991211,0.5228363,-0.37498802,0.51193231,-0.68325207,Invisible,FALSE,res://assets/icon/entity/surface.svg,,FALSE
85c07819-5c1f-439c-bc6f-34620946b27e,c6c3d17c-7058-4829-a9bd-a7740222e484,Any,85c07819,52.47007464,-57.5252072,9.11626209,-0.50564545,0.69278681,0.5740705,-0.20812993,Inherit,FALSE,res://assets/icon/entity/annotationset.svg,,FALSE
cd762da8-1c02-4229-9913-09230dd2b80f,4b6b2c76-dfc4-46a7-81ba-b8fe97166f8f,Any,cd762da8,21.63801425,-91.08377846,140.35697067,0.29349499,-0.31909783,-0.61616931,0.8992906,Visible,FALSE,res://assets/icon/entity/annotation.svg,,FALSE
481d1c73-798a-4027-9f99-45b84133a5e7,2882ad40-0a55-4aff-b93e-0cbba1ce8551,Any,481d1c73,143.74373569,96.85382892,-152.79327165,-0.73997885,-0.85890746,-0.27888553,0.42958462,Visible,FALSE,res://assets/icon/entity/instance.svg,,FALSE
6b3fd553-453b-4a2b-9f76-9bd61f1fe45c,7a4a57a7-16c4-4ff7-a055-89e9b75d2b50,Any,6b3fd553,-84.60348115,198.86009323,-49.39382491,0.65926805,-0.99286317,-0.6573114,0.26054911,Inherit,FALSE,res://assets/icon/entity/component.svg,,FALSE
986e9edd-7892-4051-8b00-e96a166efea1,7c7a3253-6445-455e-8d30-34dd2114ae8b,Any,986e9edd,182.04659616,113.22506115,-145.11928027,-0.67265835,0.86273439,-0.68517611,-0.40248202,Invisible,FALSE,res://assets/icon/entity/hybridbody.svg,,FALSE
31e8f9a1-9229-41ab-8c3c-f2374089fe5b,00000000-0000-0000-0000-000000000001,Any,31e8f9a1,-89.50287236,-13.62803474,62.24126104,-0.77610916,0.63212966,0.62354569,0.47536596,Inherit,FALSE,res://assets/icon/entity/body.svg,,FALSE
e8f4fee2-a61f-4575-b3a5-d80d5c942ae9,4b6b2c76-dfc4-46a7-81ba-b8fe97166f8f,Any,e8f4fee2,-206.82319717,-9.95711436,-12.53521268,-0.37119337,-0.68464943,0.06476992,-0.61751689,Visible,FALSE,res://assets/icon/entity/line.svg,,FALSE
c3739156-83ef-40bf-9078-0a963ac3216f,5a7e40e1-a380-44a5-95fb-be38507b502e,Any,c3739156,-154.17377204,-236.01906257,106.8210026,-0.37147195,0.21873929,-0.96705412,-0.71223202,Invisible,FALSE,res://assets/icon/entity/point.svg,,FALSE
7221cbd1-2e62-48d7-9d41-de2b70a941d9,56bc795c-1d93-4414-99c5-12cd15d1bc6e,Any,7221cbd1,174.18644504,4.06763621,61.90832393,0.52468092,-0.92599698,0.66250317,-0.61005719,Inherit,TRUE,res://assets/icon/entity/surface.svg,,FALSE
5d2bfd33-497d-4d5d-ac16-c097ab9ef794,aba79ca1-feb0-4272-9870-f47d410da477,Any,5d2bfd33,-234.66533608,-82.57959659,7.36410369,-0.82810532,0.32705874,0.58312916,0.26536385,Inherit,FALSE,res://assets/icon/entity/annotationset.svg,,FALSE
d10f0149-8dc8-4ea1-ad4b-43fbea63a30e,bf154132-a71d-4909-a299-96f8704322a4,Any,d10f0149,110.8187611,-151.4234256,103.20895252,-0.61186968,-0.96296023,0.64684361,0.7324504,Invisible,FALSE,res://assets/icon/entity/annotation.svg,,FALSE
cfa0a0ec-d08c-4064-888d-bdc8bdbdfa36,67fda171-23d2-460a-a30a-192982f49a32,Any,cfa0a0ec,-169.03357157,-246.63488567,181.68714337,0.21601917,0.93612286,-0.7285881,0.45244148,Invisible,FALSE,res://assets/icon/entity/instance.svg,,FALSE
d29e4350-af32-466b-ac57-1e4bd70a1680,c6c3d17c-7058-4829-a9bd-a7740222e484,Any,d29e4350,123.53492196,-87.99342827,-28.45786921,0.28735598,-0.76113618,-0.76377539,-0.41932684,Inherit,FALSE,res://assets/icon/entity/component.svg,,FALSE
